Event,Time,L1,L2,H,Server Available,Queue Size,Process Time,Queue Contents
L2 queued,148.52,149.25,148.68,149.70,false,699,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,148.68,149.25,148.84,149.70,false,700,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,148.84,149.25,149.33,149.70,false,701,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,149.25,149.48,149.33,149.70,false,702,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,149.33,149.48,149.33,149.70,false,703,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,149.33,149.48,149.50,149.70,false,704,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,149.48,149.53,149.50,149.70,false,705,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,149.50,149.53,149.73,149.70,false,706,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,149.53,149.91,149.73,149.70,false,707,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,149.70,149.91,149.73,151.70,true,706,2.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,149.73,149.91,149.74,151.70,false,707,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,149.74,149.91,149.77,151.70,false,708,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,149.77,149.91,149.81,151.70,false,709,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,149.81,149.91,149.81,151.70,false,710,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,149.81,149.91,150.09,151.70,false,711,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,149.91,150.39,150.09,151.70,false,712,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,150.09,150.39,150.61,151.70,false,713,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,150.39,150.61,150.61,151.70,false,714,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,150.61,150.93,150.61,151.70,false,715,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,150.61,150.93,150.64,151.70,false,716,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,150.64,150.93,150.94,151.70,false,717,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,150.93,151.79,150.94,151.70,false,718,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,150.94,151.79,151.28,151.70,false,719,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,151.28,151.79,151.81,151.70,false,720,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,151.70,151.79,151.81,153.74,true,719,2.04,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,151.79,151.89,151.81,153.74,false,720,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,151.81,151.89,152.01,153.74,false,721,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,151.89,152.30,152.01,153.74,false,722,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,152.01,152.30,152.07,153.74,false,723,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,152.07,152.30,152.44,153.74,false,724,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,152.30,152.34,152.44,153.74,false,725,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,152.34,152.65,152.44,153.74,false,726,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,152.44,152.65,152.50,153.74,false,727,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,152.50,152.65,152.61,153.74,false,728,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,152.61,152.65,152.61,153.74,false,729,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,152.61,152.65,152.82,153.74,false,730,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,152.65,152.74,152.82,153.74,false,731,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,152.74,153.27,152.82,153.74,false,732,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,152.82,153.27,152.83,153.74,false,733,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,152.83,153.27,152.98,153.74,false,734,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,152.98,153.27,153.14,153.74,false,735,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,153.14,153.27,153.16,153.74,false,736,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,153.16,153.27,153.94,153.74,false,737,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,153.27,153.31,153.94,153.74,false,738,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,153.31,154.11,153.94,153.74,false,739,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,153.74,154.11,153.94,156.08,true,738,2.34,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,153.94,154.11,154.01,156.08,false,739,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,154.01,154.11,154.41,156.08,false,740,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,154.11,154.58,154.41,156.08,false,741,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,154.41,154.58,154.57,156.08,false,742,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,154.57,154.58,154.78,156.08,false,743,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,154.58,154.93,154.78,156.08,false,744,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,154.78,154.93,155.15,156.08,false,745,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,154.93,155.87,155.15,156.08,false,746,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,155.15,155.87,155.36,156.08,false,747,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,155.36,155.87,155.52,156.08,false,748,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,155.52,155.87,155.56,156.08,false,749,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,155.56,155.87,155.65,156.08,false,750,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,155.65,155.87,155.88,156.08,false,751,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,155.87,156.86,155.88,156.08,false,752,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,155.88,156.86,156.00,156.08,false,753,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,156.00,156.86,156.24,156.08,false,754,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,156.08,156.86,156.24,158.05,true,753,1.98,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,156.24,156.86,156.42,158.05,false,754,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,156.42,156.86,156.55,158.05,false,755,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,156.55,156.86,156.68,158.05,false,756,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,156.68,156.86,156.81,158.05,false,757,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,156.81,156.86,156.87,158.05,false,758,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,156.86,157.39,156.87,158.05,false,759,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,156.87,157.39,157.29,158.05,false,760,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,157.29,157.39,157.49,158.05,false,761,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,157.39,157.71,157.49,158.05,false,762,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,157.49,157.71,158.09,158.05,false,763,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,157.71,157.99,158.09,158.05,false,764,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,157.99,158.56,158.09,158.05,false,765,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,158.05,158.56,158.09,160.19,true,764,2.14,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,158.09,158.56,159.77,160.19,false,765,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,158.56,158.72,159.77,160.19,false,766,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,158.72,158.78,159.77,160.19,false,767,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,158.78,158.93,159.77,160.19,false,768,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,158.93,163.53,159.77,160.19,false,769,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,159.77,163.53,159.89,160.19,false,770,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,159.89,163.53,159.96,160.19,false,771,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,159.96,163.53,160.68,160.19,false,772,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,160.19,163.53,160.68,161.81,true,771,1.61,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,160.68,163.53,162.41,161.81,false,772,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,161.81,163.53,162.41,163.39,true,771,1.58,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,162.41,163.53,162.60,163.39,false,772,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,162.60,163.53,162.68,163.39,false,773,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,162.68,163.53,163.04,163.39,false,774,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,163.04,163.53,163.45,163.39,false,775,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,163.39,163.53,163.45,165.54,true,774,2.16,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,163.45,163.53,163.57,165.54,false,775,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,163.53,164.00,163.57,165.54,false,776,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,163.57,164.00,163.73,165.54,false,777,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,163.73,164.00,163.97,165.54,false,778,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,163.97,164.00,164.37,165.54,false,779,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,164.00,164.33,164.37,165.54,false,780,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,164.33,165.77,164.37,165.54,false,781,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,164.37,165.77,164.47,165.54,false,782,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,164.47,165.77,164.53,165.54,false,783,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,164.53,165.77,164.56,165.54,false,784,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,164.56,165.77,164.63,165.54,false,785,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,164.63,165.77,164.75,165.54,false,786,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,164.75,165.77,164.97,165.54,false,787,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,164.97,165.77,165.30,165.54,false,788,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,165.30,165.77,165.48,165.54,false,789,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,165.48,165.77,165.73,165.54,false,790,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,165.54,165.77,165.73,167.38,true,789,1.84,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,165.73,165.77,166.02,167.38,false,790,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,165.77,166.69,166.02,167.38,false,791,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,166.02,166.69,166.22,167.38,false,792,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,166.22,166.69,166.49,167.38,false,793,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,166.49,166.69,166.59,167.38,false,794,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,166.59,166.69,166.73,167.38,false,795,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,166.69,167.42,166.73,167.38,false,796,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,166.73,167.42,166.99,167.38,false,797,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,166.99,167.42,167.38,167.38,false,798,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,167.38,167.42,167.57,167.38,false,799,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,167.38,167.42,167.57,169.75,true,798,2.36,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,167.42,167.67,167.57,169.75,false,799,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,167.57,167.67,167.77,169.75,false,800,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,167.67,169.21,167.77,169.75,false,801,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,167.77,169.21,167.93,169.75,false,802,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,167.93,169.21,168.02,169.75,false,803,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,168.02,169.21,168.49,169.75,false,804,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,168.49,169.21,168.95,169.75,false,805,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,168.95,169.21,169.31,169.75,false,806,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,169.21,169.22,169.31,169.75,false,807,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,169.22,169.37,169.31,169.75,false,808,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,169.31,169.37,169.36,169.75,false,809,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,169.36,169.37,169.97,169.75,false,810,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,169.37,169.47,169.97,169.75,false,811,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,169.47,169.92,169.97,169.75,false,812,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,169.75,169.92,169.97,172.03,true,811,2.28,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,169.92,170.25,169.97,172.03,false,812,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,169.97,170.25,169.97,172.03,false,813,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,169.97,170.25,170.18,172.03,false,814,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,170.18,170.25,170.74,172.03,false,815,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,170.25,170.55,170.74,172.03,false,816,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,170.55,170.77,170.74,172.03,false,817,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,170.74,170.77,171.12,172.03,false,818,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,170.77,171.05,171.12,172.03,false,819,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,171.05,171.43,171.12,172.03,false,820,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,171.12,171.43,171.31,172.03,false,821,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,171.31,171.43,171.65,172.03,false,822,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,171.43,171.65,171.65,172.03,false,823,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,171.65,171.65,171.66,172.03,false,824,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,171.65,172.65,171.66,172.03,false,825,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,171.66,172.65,172.13,172.03,false,826,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,172.03,172.65,172.13,174.17,true,825,2.14,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,172.13,172.65,172.41,174.17,false,826,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,172.41,172.65,172.48,174.17,false,827,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,172.48,172.65,173.03,174.17,false,828,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,172.65,174.62,173.03,174.17,false,829,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,173.03,174.62,173.15,174.17,false,830,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,173.15,174.62,173.75,174.17,false,831,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,173.75,174.62,174.22,174.17,false,832,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,174.17,174.62,174.22,175.91,true,831,1.74,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,174.22,174.62,174.64,175.91,false,832,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,174.62,176.61,174.64,175.91,false,833,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,174.64,176.61,175.14,175.91,false,834,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,175.14,176.61,175.21,175.91,false,835,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,175.21,176.61,175.29,175.91,false,836,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,175.29,176.61,176.80,175.91,false,837,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,175.91,176.61,176.80,177.97,true,836,2.06,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,176.61,176.83,176.80,177.97,false,837,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,176.80,176.83,176.82,177.97,false,838,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,176.82,176.83,176.99,177.97,false,839,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,176.83,177.33,176.99,177.97,false,840,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,176.99,177.33,177.19,177.97,false,841,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,177.19,177.33,177.42,177.97,false,842,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,177.33,178.34,177.42,177.97,false,843,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,177.42,178.34,177.87,177.97,false,844,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,177.87,178.34,178.02,177.97,false,845,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,177.97,178.34,178.02,179.73,true,844,1.77,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,178.02,178.34,178.22,179.73,false,845,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,178.22,178.34,178.68,179.73,false,846,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,178.34,178.43,178.68,179.73,false,847,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,178.43,178.56,178.68,179.73,false,848,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,178.56,178.61,178.68,179.73,false,849,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,178.61,180.18,178.68,179.73,false,850,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,178.68,180.18,178.92,179.73,false,851,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,178.92,180.18,179.17,179.73,false,852,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,179.17,180.18,180.02,179.73,false,853,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,179.73,180.18,180.02,181.70,true,852,1.96,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,180.02,180.18,180.10,181.70,false,853,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,180.10,180.18,180.13,181.70,false,854,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,180.13,180.18,180.31,181.70,false,855,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,180.18,181.95,180.31,181.70,false,856,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,180.31,181.95,180.34,181.70,false,857,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,180.34,181.95,180.85,181.70,false,858,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,180.85,181.95,181.37,181.70,false,859,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,181.37,181.95,181.52,181.70,false,860,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,181.52,181.95,181.73,181.70,false,861,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,181.70,181.95,181.73,183.34,true,860,1.64,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,181.73,181.95,182.11,183.34,false,861,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,181.95,182.07,182.11,183.34,false,862,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,182.07,182.09,182.11,183.34,false,863,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,182.09,182.43,182.11,183.34,false,864,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,182.11,182.43,182.81,183.34,false,865,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,182.43,182.82,182.81,183.34,false,866,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,182.81,182.82,183.12,183.34,false,867,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,182.82,182.97,183.12,183.34,false,868,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,182.97,184.76,183.12,183.34,false,869,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,183.12,184.76,183.24,183.34,false,870,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,183.24,184.76,183.61,183.34,false,871,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,183.34,184.76,183.61,185.41,true,870,2.07,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,183.61,184.76,183.62,185.41,false,871,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,183.62,184.76,184.01,185.41,false,872,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,184.01,184.76,184.14,185.41,false,873,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,184.14,184.76,184.59,185.41,false,874,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,184.59,184.76,184.97,185.41,false,875,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,184.76,186.15,184.97,185.41,false,876,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,184.97,186.15,185.46,185.41,false,877,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,185.41,186.15,185.46,187.59,true,876,2.18,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,185.46,186.15,185.86,187.59,false,877,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,185.86,186.15,186.33,187.59,false,878,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,186.15,186.59,186.33,187.59,false,879,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,186.33,186.59,186.45,187.59,false,880,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,186.45,186.59,186.45,187.59,false,881,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,186.45,186.59,186.66,187.59,false,882,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,186.59,186.91,186.66,187.59,false,883,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,186.66,186.91,186.90,187.59,false,884,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,186.90,186.91,187.83,187.59,false,885,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,186.91,187.00,187.83,187.59,false,886,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,187.00,187.23,187.83,187.59,false,887,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,187.23,188.61,187.83,187.59,false,888,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,187.59,188.61,187.83,188.79,true,887,1.20,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,187.83,188.61,187.85,188.79,false,888,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
