L1,L2,H,Process Time
1.23157,0.25356,1.44322,2.96916
0.75456,0.41084,1.90461,3.61913
0.33672,0.15964,1.82925,2.33811
0.42936,0.64135,2.15919,3.30497
0.45395,0.47704,2.68706,3.21309
0.26505,0.00394,2.31175,2.95493
0.04476,0.05769,2.14881,3.18856
0.25024,0.07563,1.87342,2.92913
0.17901,0.17317,1.78735,3.26894
0.08970,0.02601,1.62370,2.62790
0.72291,0.15923,2.26022,2.40124
1.23123,0.19780,1.85896,2.53774
0.65711,0.34524,2.42848,3.54113
0.19571,0.02669,2.03288,3.00093
0.45642,0.88572,1.98161,3.40252
1.81673,0.07896,2.13826,4.40341
0.49984,0.51324,1.88134,2.46888
0.02038,0.53926,1.96547,2.48432
1.89090,0.08130,2.18620,3.30836
0.68415,0.69747,1.54251,4.02716
0.11511,0.48033,2.23798,3.05599
0.53384,0.10472,1.26134,3.04233
0.25853,0.39116,2.47300,3.24444
0.28745,0.37011,1.87213,3.19355
0.79244,0.36639,1.67440,2.39874
1.40271,0.07609,2.05391,3.29649
1.20071,0.28527,1.95093,2.04424
0.58984,0.28571,1.69330,3.25153
0.36252,0.04626,1.83104,3.20174
0.75424,0.01615,2.54475,2.54451
1.63543,0.20291,1.77588,2.88889
0.88480,0.51719,1.90004,2.66397
1.12722,0.24364,2.27945,3.52643
1.43681,0.18464,2.19931,2.88759
0.94703,0.33408,2.18984,2.39435
0.66717,0.17425,2.22417,4.14374
1.37844,0.83255,1.86314,3.52419
0.56432,0.02524,1.61422,2.28405
2.94348,0.18057,1.43016,2.90586
0.93253,0.06331,2.23032,1.90263
0.17060,0.03636,1.89183,3.77773
0.11512,0.22111,1.33410,2.59595
0.41502,0.20581,2.02644,3.08865
0.22354,0.08568,1.81964,3.76713
0.86566,0.04519,2.82545,4.07987
0.24983,0.28909,1.65778,2.16734
1.96262,0.20303,2.82886,3.18864
0.57028,0.10930,2.52272,3.08167
0.09738,0.12913,1.89123,2.79018
0.25290,0.00687,2.07068,2.43026
0.21666,0.10283,1.78216,3.52944
0.60218,0.19828,1.79820,3.01852
0.61909,0.85137,1.99552,3.32391
2.43714,0.12663,2.19383,3.07516
1.63974,0.03251,2.29695,3.43757
0.00037,0.05660,1.52741,2.78318
1.96594,0.27241,1.99244,2.75659
1.40042,0.08835,2.05106,3.12782
3.31732,0.23478,2.18405,2.87662
0.85480,0.68465,2.29653,3.18594
1.13891,0.20578,2.10282,3.66728
1.37962,0.28075,2.01359,1.59988
0.80570,0.23148,1.92234,2.82543
1.05976,0.04386,2.03549,2.90414
0.66787,0.43141,1.93224,2.12031
1.09890,0.00859,2.06419,3.33435
0.60280,0.98055,1.85819,3.66506
2.04404,0.01834,1.63228,2.17876
2.06838,0.03017,1.90124,2.78439
0.37233,0.34674,2.05828,2.30293
1.37957,0.16227,2.27352,2.54297
2.58025,0.26867,1.63751,3.49325
0.00769,0.35802,1.99284,2.79806
0.12313,0.22686,1.90722,3.05401
0.16032,0.04548,1.97156,2.20860
0.39836,0.04952,1.95365,2.32049
1.42105,0.50325,1.85870,2.99745
0.02995,0.15648,1.74689,2.88437
0.23812,0.57884,1.98575,3.10595
0.05844,0.32711,1.85408,1.93628
0.15319,0.03203,2.58104,3.24752
0.47987,0.22642,2.10785,2.74188
0.83782,0.22313,1.95493,1.99632
0.06699,0.10811,1.98955,4.01616
1.30743,0.09662,2.48517,3.29199
0.06520,0.24839,1.92240,4.32828
3.36125,0.19970,1.14684,1.80652
0.37609,0.06656,2.26432,3.22366
0.47999,0.55474,1.79683,2.55567
1.30515,0.23230,1.95971,3.25164
0.99137,0.15895,1.51147,2.51030
0.14556,0.03041,2.13680,2.37670
2.13055,0.17266,1.61246,3.64110
1.06236,0.12130,2.29185,3.37468
3.72352,0.25101,1.99231,3.13652
0.72301,0.09386,2.50236,2.75263
0.04584,0.25218,2.32960,2.44599
0.12125,0.06347,2.46150,3.17332
0.07635,0.08118,1.77951,3.62656
0.46479,0.07258,1.94181,2.51217
0.99751,0.61232,1.72546,2.00036
0.11649,0.09530,1.65128,3.42925
0.08498,0.41698,2.37427,3.23882
1.11994,0.83414,2.21207,2.39254
0.02071,0.28325,2.27449,2.35405
0.92731,0.44565,2.54042,3.31118
1.47134,0.00670,2.34906,2.69198
0.02936,0.90812,1.96144,3.25105
0.85753,0.05489,1.75474,2.52102
0.83088,0.27849,1.94140,3.47039
0.17570,0.20499,1.76408,3.30832
1.32432,0.05164,1.94098,2.65673
0.42503,0.35797,2.12636,3.14713
0.70721,0.59419,2.25039,2.93005
0.49105,0.05203,2.71062,3.22365
2.16618,0.50602,1.45465,3.13974
0.00136,0.04770,1.87268,3.82373
0.21769,0.12674,2.06176,3.45622
1.37079,1.39022,1.72787,2.37462
0.54877,0.43950,2.37553,2.42444
1.70220,0.12306,2.10294,3.34548
0.33359,0.13229,1.60545,3.10249
0.33297,0.36761,2.17886,2.26922
0.62321,0.20128,2.32655,3.79619
0.11616,0.58729,1.72608,2.85744
1.02746,0.90292,2.12066,2.97717
0.32005,0.42766,1.60107,2.98046
0.80490,0.38822,2.13913,1.66379
0.24383,0.13296,1.53102,3.10273
0.33746,0.30996,1.78221,3.30015
0.14264,0.02669,2.01711,3.51934
0.54750,0.15806,1.65642,2.56477
0.01686,0.01399,1.69323,3.13360
0.00099,0.54039,2.20397,2.38409
0.15263,0.39435,2.18875,3.41108
0.95653,0.01164,1.76431,2.40175
0.34554,0.00755,2.32505,2.37870
0.18426,0.04573,1.73430,3.30258
0.54064,0.43553,1.85689,3.58450
0.19214,0.22392,2.08421,3.65516
0.70726,0.08095,2.09782,2.83538
1.36705,0.30780,2.02550,2.78943
0.35011,0.20326,1.77257,2.89003
0.50986,0.52676,2.17415,2.77630
0.15373,0.36492,2.06492,2.68809
0.01629,1.28512,2.18673,3.34316
0.09756,0.31459,1.90012,2.13896
0.23656,0.12838,2.42585,3.34003
1.39116,0.17563,1.90932,3.33669
0.21481,0.57969,1.98111,2.84460
0.02393,0.15692,1.85150,2.61732
0.53737,0.13287,2.49828,3.38518
2.09232,0.28348,2.27457,3.67113
0.81005,1.09376,2.20269,3.43914
0.89205,0.06442,1.69464,3.94090
2.45167,0.03101,1.66447,2.91695
0.00159,0.11444,2.01905,3.03122
1.39092,0.08840,2.55204,3.60764
0.64249,0.61911,1.69876,2.56718
0.02647,0.43706,2.37095,3.91848
0.15628,0.18765,2.47001,3.06156
0.54305,0.12095,2.15188,2.98644
0.22242,0.24191,2.19234,3.24105
0.96837,0.12281,1.94564,3.07020
0.85756,0.60740,1.91439,2.63514
0.20071,0.11079,1.71922,2.90325
0.91450,0.11268,2.38140,3.21603
0.21884,0.00567,1.97936,3.12298
0.01725,0.06238,2.07351,3.99027
0.59113,0.82369,1.65219,4.22216
0.06597,1.02091,2.69163,1.91952
0.36471,0.28270,1.90688,3.04903
1.93786,0.04909,2.33636,2.95782
1.13979,0.02328,1.90713,3.39159
0.00149,0.33098,2.03012,2.48578
0.35729,0.56135,2.16363,4.03027
0.87829,0.10033,1.61987,3.18588
1.22011,0.70878,2.24727,3.16071
0.14511,0.44209,1.92214,3.36603
0.13890,0.30720,2.12990,2.40770
0.68851,0.91009,1.79835,3.40740
0.72119,0.05390,2.05337,2.50006
2.75382,0.00658,2.29670,2.25959
1.24345,0.52093,2.03468,2.61402
0.44626,0.24150,2.18285,3.20110
0.87439,0.18805,2.35386,3.02955
0.59296,0.10906,1.28643,3.52628
1.42971,0.25740,1.89329,2.16471
1.14120,0.00803,1.88538,3.45378
1.79034,0.00955,2.19441,2.23155
0.01339,0.01205,2.03323,3.19453
0.18162,0.17080,1.86835,2.42411
0.18509,0.34253,1.82854,3.31908
0.73622,0.48868,1.96167,1.57144
1.00269,0.07520,1.85194,3.10612
0.08265,0.22389,2.18483,2.92535
0.00454,0.27457,1.62841,2.79011
0.41813,0.22216,2.23528,2.23080
0.04475,0.08344,2.24815,3.12803
0.06025,0.00235,2.64747,2.89899
0.81601,0.07401,2.24338,4.13992
0.34813,0.21224,2.14263,2.34746
0.18231,0.04092,2.30712,2.66799
2.93740,0.88656,2.58216,3.04259
0.41929,0.35458,2.38870,3.09382
0.17417,0.29546,1.75093,2.82275
0.43257,0.03188,2.22866,2.99909
0.46083,0.75809,2.37411,3.07392
0.22393,0.31020,2.34209,2.69824
1.30081,0.21664,1.72301,2.90474
1.13389,0.29936,1.75533,2.23785
0.03909,0.47094,1.85972,2.43110
1.89506,0.47816,2.52268,3.25650
2.08459,0.09846,2.35472,2.67940
0.43737,0.22952,1.94567,2.97069
1.75125,0.35581,1.44768,2.91988
0.48034,0.02184,1.46507,3.64448
0.11534,0.33527,2.16074,2.74812
0.22973,0.06287,2.55804,3.47103
0.31282,0.74414,2.07878,3.30944
0.17391,0.22417,2.08996,3.15116
0.34900,0.47752,2.43902,2.75615
0.98703,0.14391,1.49681,3.74915
0.58248,0.20138,2.62735,3.30654
1.28537,0.11898,2.57597,2.40851
0.74885,0.41817,2.35383,2.12264
0.69982,0.09176,2.24754,1.99954
0.65805,0.44364,1.63886,3.46498
1.48203,1.16286,1.91642,2.56301
1.18395,0.32913,2.04812,2.30453
2.19735,0.04057,2.35151,3.06902
0.63201,0.75674,1.98894,2.91962
0.25157,0.02825,2.05618,3.43339
0.38303,0.04825,2.02306,3.42451
1.36821,0.62282,1.84273,3.46677
0.41600,0.53658,2.39811,2.97098
0.75302,0.00708,1.76399,3.22822
1.71673,0.26920,2.30884,3.70296
7.10905,0.19842,2.37659,2.99732
0.90327,0.05748,2.23311,3.55961
0.89956,0.54858,1.63857,2.77988
0.34501,0.54965,2.02544,3.06547
0.57951,0.06695,2.27443,3.44368
0.14250,0.08992,2.63483,3.01965
0.21878,0.50420,1.58040,2.86667
0.64669,1.28833,1.93950,2.55350
0.93913,0.11411,1.38274,2.68569
3.35866,0.25455,1.98959,2.79402
0.86262,0.23564,1.88507,3.16770
1.05078,0.14449,1.94186,2.57216
0.16644,0.22896,2.47746,2.63503
0.13142,0.12031,1.83679,2.65891
0.11631,0.07344,1.97593,2.60948
1.20275,0.43627,1.63800,2.48965
0.21608,0.00490,2.21096,2.99874
0.05219,0.04204,1.87163,3.66852
0.13598,0.04336,1.91032,2.77397
0.02714,0.62792,2.57899,2.34084
2.11355,0.91196,1.79225,2.55548
0.63234,0.23155,2.31461,1.97440
0.60486,0.14904,2.15299,2.34148
0.18234,0.22100,1.79852,2.78782
0.37373,0.01726,1.84949,2.32234
1.31889,0.05318,1.96468,2.70707
1.22777,0.71298,2.49741,2.62028
0.35474,0.30725,2.07166,2.33843
0.02508,0.25848,2.20712,3.12842
0.88227,0.10679,2.18152,3.53324
0.13696,0.23248,2.37291,2.87232
0.44896,0.59960,1.96851,2.88053
0.29920,0.42071,2.14545,3.36148
0.53024,0.71168,2.02705,2.80266
0.31430,0.03427,1.80901,2.50683
0.11623,0.19396,1.79174,3.41788
0.45733,0.04386,1.88739,2.80637
0.32771,0.16180,1.91580,3.04668
0.39741,0.39411,2.11679,3.39990
0.23913,0.00268,2.01220,3.16946
0.81263,0.32879,1.96240,2.92917
1.03725,0.41152,2.11554,2.96434
0.77272,0.47971,1.68769,3.56328
0.69860,0.09170,2.46301,2.79994
0.09124,0.22062,2.51229,3.34121
0.01336,0.02636,1.63992,2.99115
0.68980,0.04020,1.50799,1.69336
0.09815,0.21024,2.21778,3.22513
0.08979,0.22028,1.67123,3.21269
0.03866,0.14003,1.71266,3.13904
2.51908,0.10299,2.02959,3.46052
1.80859,0.18428,1.83187,2.87048
0.38569,0.06497,2.39727,2.49253
0.60942,0.23704,1.93288,4.25267
0.16634,0.34681,1.40756,3.50171
0.33837,0.40031,2.42947,3.65342
0.11761,0.32000,1.64755,2.26498
2.20335,0.43332,2.08482,2.74395
3.12321,0.01005,1.98131,3.53740
0.18918,0.07855,2.01294,3.22075
0.37355,0.21650,1.66024,2.77322
0.99222,0.26852,1.56522,3.00165
0.48560,0.09550,1.91901,3.78507
0.38889,0.02576,2.28271,2.31233
0.35855,0.39650,1.46996,2.69272
0.10820,0.11089,1.57208,3.14842
1.33110,0.03903,2.62028,1.68376
0.68311,0.17289,1.91093,3.54001
0.28333,0.10013,1.94173,3.17970
0.72089,0.24929,1.64320,2.36745
1.29767,0.01013,2.06041,3.31564
0.48638,0.05853,1.82828,2.69641
0.05198,0.32561,2.42418,2.78841
0.65398,0.37355,1.72973,1.97004
0.16606,0.23713,1.95269,2.15583
1.34831,0.03064,1.74111,2.53803
0.23252,0.05914,1.93962,3.31037
0.97087,0.48208,2.36591,2.39865
0.39067,0.09753,2.27186,3.05119
0.74512,0.22232,2.41105,3.05553
0.58779,0.17445,1.51641,3.16751
0.48519,0.14014,2.11570,2.91717
0.45224,0.01685,2.18313,2.20266
0.04545,0.53038,2.22900,3.19201
0.40052,0.03776,2.34521,2.32087
1.02777,0.07703,1.80465,3.49169
0.41257,0.53330,1.86586,2.93470
0.01276,0.48051,2.27468,3.25667
0.20360,0.07417,1.97625,2.98634
0.33623,0.62711,2.39697,2.84492
0.57347,0.06162,1.85551,2.94102
0.74517,0.77920,1.75280,3.07087
1.03955,0.02318,1.81128,3.57865
1.21551,0.48079,2.13141,2.91676
2.98134,0.50350,1.88205,3.28138
2.50477,0.53146,1.71272,3.05465
1.47240,0.58296,2.28373,2.49201
0.53556,0.12513,1.85529,3.30530
0.39297,0.35831,1.91825,2.01986
0.86849,0.02237,1.76901,3.72086
0.01003,0.10898,1.44873,3.60622
0.44372,0.10851,2.24255,3.56800
2.09385,0.28773,1.82514,2.24039
0.58457,0.41097,2.14707,3.19054
2.18006,0.56034,2.18823,3.11831
0.01833,0.32152,2.17367,3.38300
1.53530,0.55689,1.40869,3.52938
0.32025,0.33064,2.55179,2.77985
1.11810,0.22513,2.37275,3.61203
0.61168,0.21382,1.92285,3.88000
0.02844,0.12374,1.75847,3.26649
0.08319,0.07067,2.27610,3.14798
0.62483,0.77531,1.54165,2.72656
0.53365,0.14820,1.81876,1.91818
1.18182,0.15939,1.99387,3.48307
0.38824,0.48693,2.11686,3.72259
0.37408,0.00053,1.95354,3.49383
0.38872,0.67727,2.19072,2.48694
0.77423,0.00630,2.27797,3.55984
0.53037,0.15504,1.89878,3.44490
0.60385,0.96219,1.67287,2.62673
0.85215,0.05681,1.75141,3.42581
0.40867,0.04890,1.52245,2.31076
0.00807,0.14123,1.69772,3.00931
0.43473,0.18864,2.31142,2.46398
0.72792,0.08791,1.96436,3.38823
0.23851,0.30087,2.79463,2.38036
0.30360,0.52157,1.64368,3.04900
0.74542,0.04473,2.18572,3.05833
0.17742,0.28902,2.31559,3.28734
0.27931,0.12541,2.39791,2.93564
0.29484,0.01359,1.70444,3.21097
0.38231,0.54754,1.75581,3.05032
2.74608,0.08645,1.66432,3.06227
0.60000,0.09263,1.68904,3.49393
0.30978,0.41642,2.02789,3.34254
2.02054,0.10635,1.87864,3.52179
0.11334,0.34790,2.47228,2.83360
0.77124,0.31699,2.19728,2.52284
0.08287,0.59948,2.17731,3.14099
1.80189,0.40266,2.20911,3.31894
0.53842,0.02866,1.88024,2.92751
0.11535,0.57677,1.97384,2.71524
0.67179,0.31637,2.10165,2.34657
0.62708,0.00220,2.17453,3.25233
0.42999,0.00091,1.58312,2.42281
0.18402,0.06365,1.54554,3.36658
0.00067,0.31735,2.31519,2.29565
0.22684,0.18139,1.59537,2.54426
1.86655,0.07439,1.69063,2.79980
0.40768,0.44008,2.03574,3.33504
0.92392,0.64316,2.33438,3.01824
1.09658,0.03904,1.62123,2.82771
0.32337,0.16602,1.50095,2.50945
1.13290,0.07152,1.75630,3.41763
0.16815,0.36758,1.33644,4.03870
1.23638,0.76016,2.10660,2.69577
0.06653,0.71911,1.96140,3.03002
0.12857,0.00126,1.87881,3.05024
0.83934,0.19924,1.79722,2.95560
1.71856,0.23832,1.24924,3.33700
0.85249,0.06331,1.80468,2.78437
0.76460,0.08340,2.09584,2.35401
0.35024,0.17252,2.08030,3.18423
0.15757,0.27685,2.18280,3.24594
0.11113,0.44715,2.60395,3.93658
0.05448,0.15388,2.19489,2.95112
0.33967,0.75677,2.08174,3.76678
0.30031,0.26994,2.21248,2.09083
0.27972,0.48338,2.25477,3.22191
2.80325,0.24355,2.16457,3.50289
0.08717,0.21002,1.40799,2.65431
2.25442,0.59029,2.58849,2.51864
0.59001,0.26466,2.04157,2.78450
0.32277,0.07220,2.10847,2.91931
1.10363,0.17140,2.28506,4.64293
0.19314,0.07063,2.39316,3.31165
1.77607,1.00122,2.30341,3.50895
0.43766,0.09323,1.93678,3.06120
0.65050,0.01879,2.19470,3.47919
2.12238,0.17731,2.21786,3.07271
0.91757,0.22620,2.10569,2.84558
2.17173,0.02972,2.45839,3.84811
1.78255,0.11860,1.89752,3.21088
2.74449,0.03808,2.04687,2.20148
0.04678,0.24050,1.82131,3.29638
0.34341,0.01414,2.22049,3.61034
0.39163,0.20834,1.71579,2.08856
0.34770,0.03232,1.50277,4.80020
0.98782,0.39008,1.85590,2.76051
0.97354,0.23868,2.25799,2.51868
0.24792,0.17632,2.21193,2.42775
1.35063,0.08041,1.53734,3.01282
0.44584,0.24774,2.11879,3.09082
0.27985,0.64158,2.20844,3.25675
0.90799,0.21952,2.25574,3.26657
0.18876,0.06413,2.06342,2.59987
0.05518,0.44264,1.92191,2.75700
1.22636,0.49609,2.10467,3.32227
0.64354,0.26014,1.79938,3.03494
1.09080,0.13962,1.45650,3.25476
1.11332,1.30455,2.15308,2.59155
0.28996,0.14959,1.89302,2.57960
0.24945,0.36279,1.96855,3.42554
0.98480,0.16658,1.89147,2.33747
0.10753,0.26524,2.73439,1.82695
0.28604,0.12516,2.22267,2.93390
0.20416,0.32134,1.94730,2.94648
0.18593,0.03283,2.10885,3.11988
0.38784,0.23613,1.98374,2.87576
0.16739,0.10750,1.56629,3.30242
0.92246,0.43463,2.28901,3.90117
0.43702,0.50932,1.81758,3.51249
0.79211,0.08194,2.13056,2.74021
0.70367,0.07717,2.00395,2.84971
0.75043,0.01662,1.33980,3.34365
1.35257,0.00842,1.68763,3.80621
0.28178,0.11045,2.14978,2.65244
1.00796,0.31128,2.15214,3.69317
0.40750,0.51875,1.97112,3.05312
0.09840,0.17645,1.44544,4.13300
0.67543,0.24018,1.89208,3.85362
0.08110,0.16802,1.88329,2.15571
1.07744,0.01984,1.79682,2.22596
0.46019,0.07449,2.54162,3.26684
0.66886,0.00984,2.00329,2.66106
0.55949,0.15070,1.96629,2.82193
1.20722,0.03593,2.22232,3.01594
1.75423,0.58706,2.17169,3.23629
0.41592,0.29576,2.17991,3.40027
1.07313,0.59462,2.36847,2.59778
0.10854,0.39680,2.26101,3.05264
0.63630,0.28336,2.12641,4.01108
0.31101,0.42643,2.08241,3.47070
0.11734,0.20182,1.67681,2.26194
2.89841,0.30393,2.09375,3.28383
0.64886,0.30939,1.76675,2.90596
0.17202,0.66655,2.03762,3.74911
1.01357,0.47615,1.78078,2.59285
1.19468,0.16257,2.21543,2.72870
0.58490,0.03799,1.83041,2.67082
1.28085,0.65687,1.84513,2.42395
0.34299,0.16400,2.11394,2.96013
1.28264,0.04090,1.91969,3.18074
0.08257,0.73671,1.53932,3.25131
1.58943,0.10939,1.91027,3.59883
1.27974,0.20017,2.04262,2.36625
0.76802,0.88803,2.18578,3.26333
0.44389,0.52553,1.59387,3.21756
1.69620,0.12404,1.84642,3.38516
2.02617,0.27175,2.18866,3.61263
0.29351,0.22655,1.60647,2.87752
1.37102,0.46793,2.20959,3.14727
0.02773,0.06836,1.78302,2.92276
0.22943,0.33051,2.11600,3.04918
1.99851,0.02535,2.00373,2.40210
0.35280,0.04956,2.43116,2.86592
0.47327,0.72139,1.98472,2.87901
1.15259,0.04236,2.00647,2.45252
0.00482,0.16473,2.13336,3.31035
0.84404,0.18185,2.17909,3.19156
0.60429,0.25309,1.63555,2.79054
0.53768,0.10165,1.83326,3.23601
0.69154,0.48508,1.84048,2.90310
1.36839,0.60594,2.42668,3.17329
1.47154,0.08367,2.13063,2.81020
2.82791,0.08415,2.00152,2.38906
0.85154,0.03604,2.52835,2.74974
0.22808,0.20690,2.03099,2.87977
0.18415,0.39459,1.90241,3.98869
1.74355,0.72716,1.62451,2.59474
0.80722,0.61480,2.03967,2.27358
2.35817,0.05193,1.79256,2.17709
0.42208,0.11898,2.19283,3.41949
0.35238,0.28089,1.67176,3.47377
0.34496,0.11970,2.09337,3.28113
0.04908,0.28622,1.84285,3.06394
0.24423,0.67789,2.09127,2.10914
0.59608,0.59363,2.51050,2.57596
0.35308,0.04072,1.59193,3.80019
0.00764,0.11974,2.13310,2.76654
0.44959,0.08793,2.33968,2.90808
0.41562,0.06365,2.05216,3.43300
0.01517,0.09118,1.96560,2.24968
0.71415,0.16965,2.05667,3.47951
0.38157,0.98522,2.01368,2.12342
0.27230,0.05620,2.17079,2.69370
0.06015,0.44205,2.04230,3.23024
0.24287,0.05087,1.95834,2.89360
0.89301,0.80978,2.51953,2.58663
0.27294,0.08742,1.73171,2.95924
0.30054,0.02636,1.81200,2.77566
0.14703,0.01003,1.93405,3.37713
0.04175,0.06118,2.18432,1.67458
0.05618,0.22380,1.98167,3.60785
0.31195,0.19316,2.21510,3.40148
0.20205,0.20900,1.66756,2.60904
0.73600,0.46463,2.11571,3.03432
0.12626,0.16353,2.25909,4.25595
1.49473,0.30440,1.78210,2.94368
0.13818,0.37312,1.94843,3.70569
0.85115,0.17888,1.29173,2.61598
0.66396,0.01501,1.80890,2.76235
1.71311,0.20783,1.62830,2.95377
0.09727,0.33605,2.05812,3.56150
0.11282,0.32686,2.35595,3.55733
1.48541,0.03558,2.25747,2.48237
1.35523,0.10985,1.95474,2.69870
0.27326,0.09017,2.17949,3.41726
1.90252,0.30172,1.62199,2.78613
1.65874,0.05771,1.79425,3.22865
1.09144,0.13702,2.09095,3.46874
1.63696,0.17577,1.76808,3.12972
0.21855,0.89405,2.03321,3.07618
0.96400,0.36421,2.29917,3.29579
1.94943,0.05093,1.88265,2.58895
0.23918,0.23078,1.85455,4.26064
0.14845,0.14204,1.61169,2.60303
2.18144,0.23383,2.41861,2.58235
1.16462,0.15176,1.85591,3.30095
0.01016,0.02510,2.01409,3.17517
0.17026,0.53363,2.07220,2.80351
0.41440,0.23225,1.99341,2.93844
0.10519,0.02679,2.28186,3.16580
1.20956,0.32059,2.52169,3.38523
0.22950,0.19260,1.86317,4.05792
0.99824,0.49214,1.73670,2.29621
0.06370,0.18133,1.93622,2.66754
0.48074,0.99513,1.81322,3.13580
0.41891,0.66538,2.40362,3.37129
0.36070,0.13237,1.90125,2.92149
0.28814,0.80686,1.80879,2.41357
0.22027,0.01368,2.10194,3.76609
0.28895,0.04131,1.48991,2.43971
0.70561,0.21734,2.33944,2.81512
1.20685,0.46231,1.96374,3.69640
0.83832,0.39138,2.15244,2.22967
0.14643,0.63871,2.62683,2.32638
1.37098,0.11390,2.06145,1.88386
1.12356,0.00819,1.86561,2.70921
0.19219,0.05901,1.89115,3.97812
0.04290,0.55314,2.01549,2.91407
0.03247,0.12118,2.13618,3.04621
0.31723,0.03372,2.62369,3.50349
0.53355,0.18090,2.23091,2.45954
1.16423,0.25242,1.92747,3.53627
2.07438,0.05160,1.78580,3.06776
0.28517,0.21963,1.68824,3.30513
0.40876,0.25363,2.38199,2.94653
0.20976,0.04925,1.66489,3.19774
0.33296,0.02670,1.93223,3.47889
0.57323,0.34037,1.77611,3.48507
0.77727,0.09109,1.95369,2.86222
0.79816,0.57624,2.43772,2.62455
0.42380,0.48654,2.65746,3.46377
0.36768,0.00661,2.20756,3.00190
0.31944,0.33268,2.22804,3.10901
2.42036,0.06496,2.54765,3.25008
1.27162,0.00355,2.11859,2.58476
2.30251,0.61222,2.17805,2.97724
0.36782,0.09562,2.08047,2.63297
0.35539,0.03286,1.99348,2.74270
0.49732,0.03872,1.79611,2.65172
0.22033,0.00835,2.47279,3.70847
0.17173,0.03871,1.90012,2.84756
1.03357,0.07760,1.61859,3.53250
0.71063,0.01806,2.33926,2.36951
0.95304,0.07900,2.36707,3.33445
0.06570,0.08872,2.00651,2.98539
0.07111,0.05949,1.62423,3.17483
0.11025,0.09988,2.68749,3.36767
0.52374,0.35928,2.24198,3.50805
0.73710,0.02345,1.62067,2.56705
0.70308,0.30255,2.37186,2.76664
0.22898,0.40704,2.01749,3.29208
0.00231,0.12027,1.05229,4.06465
0.07066,0.32338,1.68612,2.81114
0.50179,1.41920,2.69545,2.77154
0.01048,0.15402,1.99987,3.37872
0.16734,0.32143,2.15132,2.79578
0.33948,0.45925,1.76049,3.11814
0.23054,0.14204,1.71436,3.22049
0.39987,0.18911,1.92059,2.52222
0.03612,0.66915,1.66406,2.56107
0.92058,0.12037,1.85354,2.57441
0.86421,0.39476,1.76997,2.58792
0.11384,0.19670,2.00403,4.14931
0.65098,0.23081,1.56722,3.30653
0.54662,0.39407,2.21740,2.90014
0.84929,0.23253,2.00804,2.66419
0.44516,0.37005,1.54110,3.26495
0.09581,0.00077,2.29125,3.05035
0.88006,0.32228,1.91202,2.51044
0.06099,0.18799,2.00164,1.77827
1.30850,0.02834,2.32936,3.68932
0.06575,0.01345,2.37201,3.52700
1.54891,0.71415,2.40563,3.75844
0.74074,0.45165,1.80560,2.71069
0.07656,0.28094,2.55783,2.04129
0.13727,0.23809,2.38002,3.94057
0.94687,0.26239,2.16184,3.23971
0.59238,0.04613,1.61350,3.16531
0.08073,0.44523,2.12159,2.65872
0.71935,0.01836,2.24997,2.33928
0.61965,0.15544,1.96665,1.75429
1.76987,0.11610,2.14876,3.18657
0.11169,0.24707,2.25312,3.10742
0.30446,0.11105,1.52336,2.35123
0.92096,0.15801,1.53747,2.91248
0.00636,0.02477,2.16015,3.44203
0.71285,0.19426,1.68656,2.45389
0.98606,0.06506,1.77630,2.83007
1.13257,0.54929,1.82906,2.47879
1.02346,1.10294,1.60344,2.73287
2.07123,0.39706,2.13447,2.84551
0.93025,0.02956,2.04551,3.44850
0.09143,0.12056,1.80424,2.56387
0.33511,0.12319,2.04805,3.33141
0.01948,0.08189,1.93366,3.05401
1.85734,0.69110,1.56202,3.61054
0.39186,0.30297,1.98453,2.54284
1.47301,0.51019,2.09705,4.11384
1.62733,0.47756,1.83265,3.21222
0.66609,0.25183,2.34487,3.39100
0.78851,1.13491,2.33862,3.48246
1.70082,0.01526,1.61862,3.88030
0.34527,0.23122,2.14715,2.44999
0.43249,0.04082,2.14235,3.73825
1.27265,0.77278,2.10621,1.18046
0.53462,0.20307,2.18684,2.87105
0.31834,0.48691,1.96414,2.62840
0.35622,0.11958,1.98304,3.13307
0.14537,0.28546,2.26538,2.94999
0.43732,0.24311,2.27559,3.16491
0.00480,0.13637,1.41720,2.45254
0.27927,0.09894,2.02166,2.43459
0.03749,0.27116,1.89026,3.00394
0.67183,0.08309,2.14215,2.29527
0.31719,0.08153,2.35490,3.72336
0.46414,0.14276,2.03377,3.28292
0.19796,0.32167,2.08196,4.44917
0.08849,0.41056,2.13328,3.72165
0.78636,0.06830,2.01630,3.56328
0.86839,0.32983,1.57979,2.32878
0.35693,0.10611,2.25617,2.58814
0.06233,0.03236,1.79115,3.16135
0.35226,0.03798,1.97793,3.18337
0.07881,0.08147,1.95943,3.57791
0.24506,0.14578,1.78107,3.69422
0.08640,0.17231,1.56019,3.01884
0.59758,0.38647,2.18486,2.93036
0.50672,0.04446,1.57781,2.98272
0.24524,0.03523,2.03666,3.57572
0.30366,0.20723,2.21707,2.98566
0.42117,0.23030,2.38441,3.68513
0.75217,0.00689,2.43574,3.93937
0.04777,0.39028,2.39099,3.34486
0.15231,0.30704,1.82293,2.76549
0.93091,0.03622,1.85553,3.36330
0.30939,0.51073,1.92105,2.24076
0.45815,0.36695,1.78288,3.04499
